gene_id,UniProtEntry,Uniprot Entry,Uniprot Entry name,Gene names,Protein names,HGNC ID,HGNC_Symbol,Approved name,IDG dark kinase,Kinhub Kinase,Manning Kinase,Group,Family,Uniprot_kinaseactivity,PfamDomain,DomainStart,DomainEnd,ProKinO,Fold_Annotation,Fold,Annotation_Score,INDRA_network,Pseudokinase
65061,sp|Q96Q40|CDK15_HUMAN,Q96Q40,CDK15_HUMAN,CDK15 ALS2CR7 PFTK2,Cyclin-dependent kinase 15 (EC 2.7.11.22) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 7 protein) (Cell division protein kinase 15) (Serine/threonine-protein kinase ALS2CR7) (Serine/threonine-protein kinase PFTAIRE-2),HGNC:14434,CDK15,cyclin dependent kinase 15,1,1,1,CMGC,CDK,1,Pkinase,103.0,387.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.6117574029999999,http://ndexbio.org/#/network/65917f89-5d8c-11ea-bfdc-0ac135e8bacf,0
5127,sp|Q00536|CDK16_HUMAN,Q00536,CDK16_HUMAN,CDK16 PCTAIRE1 PCTK1,Cyclin-dependent kinase 16 (EC 2.7.11.22) (Cell division protein kinase 16) (PCTAIRE-motif protein kinase 1) (Serine/threonine-protein kinase PCTAIRE-1),HGNC:8749,CDK16,cyclin dependent kinase 16,1,1,1,CMGC,CDK,1,Pkinase,165.0,446.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.98109178,http://ndexbio.org/#/network/6cd64ec2-5d8c-11ea-bfdc-0ac135e8bacf,0
5128,sp|Q00537|CDK17_HUMAN,Q00537,CDK17_HUMAN,CDK17 PCTAIRE2 PCTK2,Cyclin-dependent kinase 17 (EC 2.7.11.22) (Cell division protein kinase 17) (PCTAIRE-motif protein kinase 2) (Serine/threonine-protein kinase PCTAIRE-2),HGNC:8750,CDK17,cyclin dependent kinase 17,1,1,1,CMGC,CDK,1,Pkinase,192.0,473.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.803107652,http://ndexbio.org/#/network/73a2447b-5d8c-11ea-bfdc-0ac135e8bacf,0
5129,sp|Q07002|CDK18_HUMAN,Q07002,CDK18_HUMAN,CDK18 PCTAIRE3 PCTK3,Cyclin-dependent kinase 18 (EC 2.7.11.22) (Cell division protein kinase 18) (PCTAIRE-motif protein kinase 3) (Serine/threonine-protein kinase PCTAIRE-3),HGNC:8751,CDK18,cyclin dependent kinase 18,1,1,1,CMGC,CDK,1,Pkinase,144.0,425.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.8309419570000001,http://ndexbio.org/#/network/79c21ab1-5d8c-11ea-bfdc-0ac135e8bacf,0
23097,sp|Q9BWU1|CDK19_HUMAN,Q9BWU1,CDK19_HUMAN,CDK19 CDC2L6 CDK11 KIAA1028,Cyclin-dependent kinase 19 (EC 2.7.11.22) (CDC2-related protein kinase 6) (Cell division cycle 2-like protein kinase 6) (Cell division protein kinase 19) (Cyclin-dependent kinase 11) (Death-preventing kinase),HGNC:19338,CDK19,cyclin dependent kinase 19,1,1,1,CMGC,CDK,1,Pkinase,22.0,335.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.576929853,http://ndexbio.org/#/network/80298237-5d8c-11ea-bfdc-0ac135e8bacf,0
1017,sp|P24941|CDK2_HUMAN,P24941,CDK2_HUMAN,CDK2 CDKN2,Cyclin-dependent kinase 2 (EC 2.7.11.22) (Cell division protein kinase 2) (p33 protein kinase),HGNC:1771,CDK2,cyclin dependent kinase 2,0,1,1,CMGC,CDK,1,Pkinase,4.0,286.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,3.78985958,http://ndexbio.org/#/network/24336c10-5da8-11ea-bfdc-0ac135e8bacf,0
23552,sp|Q8IZL9|CDK20_HUMAN,Q8IZL9,CDK20_HUMAN,CDK20 CCRK CDCH,Cyclin-dependent kinase 20 (EC 2.7.11.22) (CDK-activating kinase p42) (CAK-kinase p42) (Cell cycle-related kinase) (Cell division protein kinase 20) (Cyclin-dependent protein kinase H) (Cyclin-kinase-activating kinase p42),HGNC:21420,CDK20,cyclin dependent kinase 20,1,1,1,CMGC,CDK,1,Pkinase,4.0,288.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.8527588859999999,http://ndexbio.org/#/network/3249d645-5da8-11ea-bfdc-0ac135e8bacf,0
1018,sp|Q00526|CDK3_HUMAN,Q00526,CDK3_HUMAN,CDK3 CDKN3,Cyclin-dependent kinase 3 (EC 2.7.11.22) (Cell division protein kinase 3),HGNC:1772,CDK3,cyclin dependent kinase 3,0,1,1,CMGC,CDK,1,Pkinase,4.0,286.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.75926869,http://ndexbio.org/#/network/3009e272-5e20-11ea-bfdc-0ac135e8bacf,0
1019,sp|P11802|CDK4_HUMAN,P11802,CDK4_HUMAN,CDK4,Cyclin-dependent kinase 4 (EC 2.7.11.22) (Cell division protein kinase 4) (PSK-J3),HGNC:1773,CDK4,cyclin dependent kinase 4,0,1,1,CMGC,CDK,1,Pkinase,6.0,295.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,2.92022857,http://ndexbio.org/#/network/c8226ece-5da8-11ea-bfdc-0ac135e8bacf,0
1020,sp|Q00535|CDK5_HUMAN,Q00535,CDK5_HUMAN,CDK5 CDKN5,Cyclin-dependent-like kinase 5 (EC 2.7.11.1) (Cell division protein kinase 5) (Serine/threonine-protein kinase PSSALRE) (Tau protein kinase II catalytic subunit) (TPKII catalytic subunit),HGNC:1774,CDK5,cyclin dependent kinase 5,0,1,1,CMGC,CDK,1,Pkinase,4.0,286.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,3.995091038,http://ndexbio.org/#/network/e78519d4-5da8-11ea-bfdc-0ac135e8bacf,0
1021,sp|Q00534|CDK6_HUMAN,Q00534,CDK6_HUMAN,CDK6 CDKN6,Cyclin-dependent kinase 6 (EC 2.7.11.22) (Cell division protein kinase 6) (Serine/threonine-protein kinase PLSTIRE),HGNC:1777,CDK6,cyclin dependent kinase 6,0,1,1,CMGC,CDK,1,Pkinase,13.0,300.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,2.00398449,http://ndexbio.org/#/network/f55aaa7a-5da8-11ea-bfdc-0ac135e8bacf,0
1022,sp|P50613|CDK7_HUMAN,P50613,CDK7_HUMAN,CDK7 CAK CAK1 CDKN7 MO15 STK1,Cyclin-dependent kinase 7 (EC 2.7.11.22) (EC 2.7.11.23) (39 kDa protein kinase) (p39 Mo15) (CDK-activating kinase 1) (Cell division protein kinase 7) (Serine/threonine-protein kinase 1) (TFIIH basal transcription factor complex kinase subunit),HGNC:1778,CDK7,cyclin dependent kinase 7,0,1,1,CMGC,CDK,1,Pkinase,12.0,295.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,3.30138336,http://ndexbio.org/#/network/ffa0d2d0-5da8-11ea-bfdc-0ac135e8bacf,0
1024,sp|P49336|CDK8_HUMAN,P49336,CDK8_HUMAN,CDK8,Cyclin-dependent kinase 8 (EC 2.7.11.22) (EC 2.7.11.23) (Cell division protein kinase 8) (Mediator complex subunit CDK8) (Mediator of RNA polymerase II transcription subunit CDK8) (Protein kinase K35),HGNC:1779,CDK8,cyclin dependent kinase 8,0,1,1,CMGC,CDK,1,Pkinase,22.0,335.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.4119243259999998,http://ndexbio.org/#/network/0ac4b0f6-5da9-11ea-bfdc-0ac135e8bacf,0
1025,sp|P50750|CDK9_HUMAN,P50750,CDK9_HUMAN,CDK9 CDC2L4 TAK,Cyclin-dependent kinase 9 (EC 2.7.11.22) (EC 2.7.11.23) (C-2K) (Cell division cycle 2-like protein kinase 4) (Cell division protein kinase 9) (Serine/threonine-protein kinase PITALRE) (Tat-associated kinase complex catalytic subunit),HGNC:1780,CDK9,cyclin dependent kinase 9,0,1,1,CMGC,CDK,1,Pkinase,19.0,315.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,2.897100937,http://ndexbio.org/#/network/1528c18c-5da9-11ea-bfdc-0ac135e8bacf,0
8814,sp|Q00532|CDKL1_HUMAN,Q00532,CDKL1_HUMAN,CDKL1,Cyclin-dependent kinase-like 1 (EC 2.7.11.22) (Protein kinase p42 KKIALRE) (Serine/threonine-protein kinase KKIALRE),HGNC:1781,CDKL1,cyclin dependent kinase like 1,1,1,1,CMGC,CDKL,1,Pkinase,5.0,288.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.716508707,http://ndexbio.org/#/network/c544b3ad-5d8c-11ea-bfdc-0ac135e8bacf,0
8999,sp|Q92772|CDKL2_HUMAN,Q92772,CDKL2_HUMAN,CDKL2,Cyclin-dependent kinase-like 2 (EC 2.7.11.22) (Protein kinase p56 KKIAMRE) (Serine/threonine-protein kinase KKIAMRE),HGNC:1782,CDKL2,cyclin dependent kinase like 2,1,1,1,CMGC,CDKL,1,Pkinase,4.0,287.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.664515985,http://ndexbio.org/#/network/cab3d883-5d8c-11ea-bfdc-0ac135e8bacf,0
51265,sp|Q8IVW4|CDKL3_HUMAN,Q8IVW4,CDKL3_HUMAN,CDKL3 NKIAMRE,Cyclin-dependent kinase-like 3 (EC 2.7.11.22) (Serine/threonine-protein kinase NKIAMRE),HGNC:15483,CDKL3,cyclin dependent kinase like 3,1,1,1,CMGC,CDKL,1,Pkinase,4.0,286.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.745810251,http://ndexbio.org/#/network/cfe9ebf9-5d8c-11ea-bfdc-0ac135e8bacf,0
344387,sp|Q5MAI5|CDKL4_HUMAN,Q5MAI5,CDKL4_HUMAN,CDKL4,Cyclin-dependent kinase-like 4 (EC 2.7.11.22),HGNC:19287,CDKL4,cyclin dependent kinase like 4,1,1,1,CMGC,CDKL,1,Pkinase,4.0,286.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.338588145,http://ndexbio.org/#/network/d544c57f-5d8c-11ea-bfdc-0ac135e8bacf,0
6792,sp|O76039|CDKL5_HUMAN,O76039,CDKL5_HUMAN,CDKL5 STK9,Cyclin-dependent kinase-like 5 (EC 2.7.11.22) (Serine/threonine-protein kinase 9),HGNC:11411,CDKL5,cyclin dependent kinase like 5,1,1,1,CMGC,CDKL,1,Pkinase,13.0,297.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.800160875,http://ndexbio.org/#/network/da85ae65-5d8c-11ea-bfdc-0ac135e8bacf,0
1111,sp|O14757|CHK1_HUMAN,O14757,CHK1_HUMAN,CHEK1 CHK1,Serine/threonine-protein kinase Chk1 (EC 2.7.11.1) (CHK1 checkpoint homolog) (Cell cycle checkpoint kinase) (Checkpoint kinase-1),HGNC:1925,CHEK1,checkpoint kinase 1,0,1,1,CAMK,CAMKL,1,Pkinase,9.0,265.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,2.96842849,http://ndexbio.org/#/network/243f0f92-5da9-11ea-bfdc-0ac135e8bacf,0
11200,sp|O96017|CHK2_HUMAN,O96017,CHK2_HUMAN,CHEK2 CDS1 CHK2 RAD53,Serine/threonine-protein kinase Chk2 (EC 2.7.11.1) (CHK2 checkpoint homolog) (Cds1 homolog) (Hucds1) (hCds1) (Checkpoint kinase 2),HGNC:16627,CHEK2,checkpoint kinase 2,0,1,1,CAMK,RAD53,1,Pkinase,220.0,486.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,3.728491198,http://ndexbio.org/#/network/a2189eea-5da9-11ea-bfdc-0ac135e8bacf,0
1195,sp|P49759|CLK1_HUMAN,P49759,CLK1_HUMAN,CLK1 CLK,Dual specificity protein kinase CLK1 (EC 2.7.12.1) (CDC-like kinase 1),HGNC:2068,CLK1,CDC like kinase 1,0,1,1,CMGC,CLK,1,Pkinase,161.0,477.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.944820222,http://ndexbio.org/#/network/f681d5e1-5d8c-11ea-bfdc-0ac135e8bacf,0
1196,sp|P49760|CLK2_HUMAN,P49760,CLK2_HUMAN,CLK2,Dual specificity protein kinase CLK2 (EC 2.7.12.1) (CDC-like kinase 2),HGNC:2069,CLK2,CDC like kinase 2,0,1,1,CMGC,CLK,1,Pkinase,163.0,479.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.082299944,http://ndexbio.org/#/network/fe04bf8d-5d8c-11ea-bfdc-0ac135e8bacf,0
1198,sp|P49761|CLK3_HUMAN,P49761,CLK3_HUMAN,CLK3,Dual specificity protein kinase CLK3 (EC 2.7.12.1) (CDC-like kinase 3),HGNC:2071,CLK3,CDC like kinase 3,1,1,1,CMGC,CLK,1,Pkinase,304.0,620.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.032824824,http://ndexbio.org/#/network/0519a526-5d8d-11ea-bfdc-0ac135e8bacf,0
57396,sp|Q9HAZ1|CLK4_HUMAN,Q9HAZ1,CLK4_HUMAN,CLK4,Dual specificity protein kinase CLK4 (EC 2.7.12.1) (CDC-like kinase 4),HGNC:13659,CLK4,CDC like kinase 4,1,1,1,CMGC,CLK,1,Pkinase,159.0,475.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.541135228,http://ndexbio.org/#/network/0c0816ff-5d8d-11ea-bfdc-0ac135e8bacf,0
1436,sp|P07333|CSF1R_HUMAN,P07333,CSF1R_HUMAN,CSF1R FMS,Macrophage colony-stimulating factor 1 receptor (CSF-1 receptor) (CSF-1-R) (CSF-1R) (M-CSF-R) (EC 2.7.10.1) (Proto-oncogene c-Fms) (CD antigen CD115),HGNC:2433,CSF1R,colony stimulating factor 1 receptor,0,1,1,TK,PDGFR,1,Pkinase_Tyr,582.0,910.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,2.225806376,http://ndexbio.org/#/network/ad9dd6f0-5da9-11ea-bfdc-0ac135e8bacf,0
1445,sp|P41240|CSK_HUMAN,P41240,CSK_HUMAN,CSK,Tyrosine-protein kinase CSK (EC 2.7.10.2) (C-Src kinase) (Protein-tyrosine kinase CYL),HGNC:2444,CSK,C-terminal Src kinase,0,1,1,TK,Csk,1,Pkinase_Tyr,195.0,442.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,2.452704444,http://ndexbio.org/#/network/b6be6b06-5da9-11ea-bfdc-0ac135e8bacf,0
1457,sp|P68400|CSK21_HUMAN,P68400,CSK21_HUMAN,CSNK2A1 CK2A1,Casein kinase II subunit alpha (CK II alpha) (EC 2.7.11.1),HGNC:2457,CSNK2A1,casein kinase 2 alpha 1,0,1,1,CMGC,CK2,1,Pkinase,39.0,324.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.5186385919999998,http://ndexbio.org/#/network/a818759c-5daa-11ea-bfdc-0ac135e8bacf,0
1459,sp|P19784|CSK22_HUMAN,P19784,CSK22_HUMAN,CSNK2A2 CK2A2,Casein kinase II subunit alpha' (CK II alpha') (EC 2.7.11.1),HGNC:2459,CSNK2A2,casein kinase 2 alpha 2,1,1,1,CMGC,CK2,1,Pkinase,40.0,325.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.854277494,http://ndexbio.org/#/network/380aaea8-5e20-11ea-bfdc-0ac135e8bacf,0
283106,sp|Q8NEV1|CSK23_HUMAN,Q8NEV1,CSK23_HUMAN,CSNK2A3 CSNK2A1P,Casein kinase II subunit alpha 3 (CK II alpha 3) (EC 2.7.11.1) (Casein kinase II alpha 1 polypeptide pseudogene),HGNC:2458,CSNK2A3,casein kinase 2 alpha 3,1,0,0,,,1,Pkinase,39.0,324.0,0,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.058113135,http://ndexbio.org/#/network/24a86954-5d8d-11ea-bfdc-0ac135e8bacf,0
8573,sp|O14936|CSKP_HUMAN,O14936,CSKP_HUMAN,CASK LIN2,Peripheral plasma membrane protein CASK (hCASK) (EC 2.7.11.1) (Calcium/calmodulin-dependent serine protein kinase) (Protein lin-2 homolog),HGNC:1497,CASK,calcium/calmodulin dependent serine protein kinase,0,1,1,CAMK,CASK,1,Pkinase,12.0,276.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.874326436,http://ndexbio.org/#/network/3fb2fa9e-5e20-11ea-bfdc-0ac135e8bacf,1
11113,sp|O14578|CTRO_HUMAN,O14578,CTRO_HUMAN,CIT CRIK KIAA0949 STK21,Citron Rho-interacting kinase (CRIK) (EC 2.7.11.1) (Serine/threonine-protein kinase 21),HGNC:1985,CIT,citron rho-interacting serine/threonine kinase,0,1,1,AGC,DMPK,1,Pkinase,97.0,360.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.398346047,http://ndexbio.org/#/network/47664314-5e20-11ea-bfdc-0ac135e8bacf,0
1612,sp|P53355|DAPK1_HUMAN,P53355,DAPK1_HUMAN,DAPK1 DAPK,Death-associated protein kinase 1 (DAP kinase 1) (EC 2.7.11.1),HGNC:2674,DAPK1,death associated protein kinase 1,0,1,1,CAMK,DAPK,1,Pkinase,13.0,275.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.75582851,http://ndexbio.org/#/network/4f41d40a-5e20-11ea-bfdc-0ac135e8bacf,0
23604,sp|Q9UIK4|DAPK2_HUMAN,Q9UIK4,DAPK2_HUMAN,DAPK2,Death-associated protein kinase 2 (DAP kinase 2) (EC 2.7.11.1) (DAP-kinase-related protein 1) (DRP-1),HGNC:2675,DAPK2,death associated protein kinase 2,0,1,1,CAMK,DAPK,1,Pkinase,23.0,285.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.8361318940000001,http://ndexbio.org/#/network/5cf73cbc-5d8d-11ea-bfdc-0ac135e8bacf,0
1613,sp|O43293|DAPK3_HUMAN,O43293,DAPK3_HUMAN,DAPK3 ZIPK,Death-associated protein kinase 3 (DAP kinase 3) (EC 2.7.11.1) (DAP-like kinase) (Dlk) (MYPT1 kinase) (Zipper-interacting protein kinase) (ZIP-kinase),HGNC:2676,DAPK3,death associated protein kinase 3,0,1,1,CAMK,DAPK,1,Pkinase,13.0,275.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.507011062,http://ndexbio.org/#/network/57148b60-5e20-11ea-bfdc-0ac135e8bacf,0
9201,sp|O15075|DCLK1_HUMAN,O15075,DCLK1_HUMAN,DCLK1 DCAMKL1 DCDC3A KIAA0369,Serine/threonine-protein kinase DCLK1 (EC 2.7.11.1) (Doublecortin domain-containing protein 3A) (Doublecortin-like and CAM kinase-like 1) (Doublecortin-like kinase 1),HGNC:2700,DCLK1,doublecortin like kinase 1,0,1,1,CAMK,DCAMKL,1,Pkinase,390.0,647.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.465370333,http://ndexbio.org/#/network/687548d8-5d8d-11ea-bfdc-0ac135e8bacf,0
166614,sp|Q8N568|DCLK2_HUMAN,Q8N568,DCLK2_HUMAN,DCLK2 DCAMKL2 DCDC3B DCK2,Serine/threonine-protein kinase DCLK2 (EC 2.7.11.1) (CaMK-like CREB regulatory kinase 2) (CL2) (CLICK-II) (CLICK2) (Doublecortin domain-containing protein 3B) (Doublecortin-like and CAM kinase-like 2) (Doublecortin-like kinase 2),HGNC:19002,DCLK2,doublecortin like kinase 2,0,1,1,CAMK,DCAMKL,1,Pkinase,394.0,651.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.6456097829999999,http://ndexbio.org/#/network/6ea525a1-5d8d-11ea-bfdc-0ac135e8bacf,0
85443,sp|Q9C098|DCLK3_HUMAN,Q9C098,DCLK3_HUMAN,DCLK3 DCAMKL3 DCDC3C KIAA1765,Serine/threonine-protein kinase DCLK3 (EC 2.7.11.1) (Doublecortin domain-containing protein 3C) (Doublecortin-like and CAM kinase-like 3) (Doublecortin-like kinase 3),HGNC:19005,DCLK3,doublecortin like kinase 3,1,1,1,CAMK,DCAMKL,1,Pkinase,356.0,613.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.497793397,http://ndexbio.org/#/network/746306b7-5d8d-11ea-bfdc-0ac135e8bacf,0
780,sp|Q08345|DDR1_HUMAN,Q08345,DDR1_HUMAN,DDR1 CAK EDDR1 NEP NTRK4 PTK3A RTK6 TRKE,Epithelial discoidin domain-containing receptor 1 (Epithelial discoidin domain receptor 1) (EC 2.7.10.1) (CD167 antigen-like family member A) (Cell adhesion kinase) (Discoidin receptor tyrosine kinase) (HGK2) (Mammary carcinoma kinase 10) (MCK-10) (Protein-tyrosine kinase 3A) (Protein-tyrosine kinase RTK-6) (TRK E) (Tyrosine kinase DDR) (Tyrosine-protein kinase CAK) (CD antigen CD167a),HGNC:2730,DDR1,discoidin domain receptor tyrosine kinase 1,0,1,1,TK,DDR,1,Pkinase_Tyr,610.0,907.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,2.1232026840000002,http://ndexbio.org/#/network/5f621806-5e20-11ea-bfdc-0ac135e8bacf,0
4921,sp|Q16832|DDR2_HUMAN,Q16832,DDR2_HUMAN,DDR2 NTRKR3 TKT TYRO10,"Discoidin domain-containing receptor 2 (Discoidin domain receptor 2) (EC 2.7.10.1) (CD167 antigen-like family member B) (Discoidin domain-containing receptor tyrosine kinase 2) (Neurotrophic tyrosine kinase, receptor-related 3) (Receptor protein-tyrosine kinase TKT) (Tyrosine-protein kinase TYRO10) (CD antigen CD167b)",HGNC:2731,DDR2,discoidin domain receptor tyrosine kinase 2,0,1,1,TK,DDR,1,Pkinase_Tyr,563.0,849.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.3831609980000001,http://ndexbio.org/#/network/67900ebc-5e20-11ea-bfdc-0ac135e8bacf,0
1760,sp|Q09013|DMPK_HUMAN,Q09013,DMPK_HUMAN,DMPK DM1PK MDPK,Myotonin-protein kinase (MT-PK) (EC 2.7.11.1) (DM-kinase) (DMK) (DM1 protein kinase) (DMPK) (Myotonic dystrophy protein kinase),HGNC:2933,DMPK,DM1 protein kinase,0,1,1,AGC,DMPK,1,Pkinase,71.0,339.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.660784304,http://ndexbio.org/#/network/856baee9-5d8d-11ea-bfdc-0ac135e8bacf,0
25778,sp|Q6XUX3|DUSTY_HUMAN,Q6XUX3,DUSTY_HUMAN,DSTYK KIAA0472 RIP5 RIPK5 SGK496 HDCMD38P,Dual serine/threonine and tyrosine protein kinase (EC 2.7.12.1) (Dusty protein kinase) (Dusty PK) (RIP-homologous kinase) (Receptor-interacting serine/threonine-protein kinase 5) (Sugen kinase 496) (SgK496),HGNC:29043,DSTYK,dual serine/threonine and tyrosine protein kinase,1,1,1,Other,Dusty,1,Pkinase_Tyr,652.0,907.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.953589899,http://ndexbio.org/#/network/8c3f1eaf-5d8d-11ea-bfdc-0ac135e8bacf,0
1859,sp|Q13627|DYR1A_HUMAN,Q13627,DYR1A_HUMAN,DYRK1A DYRK MNB MNBH,Dual specificity tyrosine-phosphorylation-regulated kinase 1A (EC 2.7.12.1) (Dual specificity YAK1-related kinase) (HP86) (Protein kinase minibrain homolog) (MNBH) (hMNB),HGNC:3091,DYRK1A,dual specificity tyrosine phosphorylation regulated kinase 1A,0,1,1,CMGC,DYRK,1,Pkinase,159.0,479.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,2.303851298,http://ndexbio.org/#/network/1d4eb733-5dab-11ea-bfdc-0ac135e8bacf,0
9149,sp|Q9Y463|DYR1B_HUMAN,Q9Y463,DYR1B_HUMAN,DYRK1B MIRK,Dual specificity tyrosine-phosphorylation-regulated kinase 1B (EC 2.7.12.1) (Minibrain-related kinase) (Mirk protein kinase),HGNC:3092,DYRK1B,dual specificity tyrosine phosphorylation regulated kinase 1B,1,1,1,CMGC,DYRK,1,Pkinase,111.0,431.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.917038937,http://ndexbio.org/#/network/6f69a3e2-5e20-11ea-bfdc-0ac135e8bacf,0
8445,sp|Q92630|DYRK2_HUMAN,Q92630,DYRK2_HUMAN,DYRK2,Dual specificity tyrosine-phosphorylation-regulated kinase 2 (EC 2.7.12.1),HGNC:3093,DYRK2,dual specificity tyrosine phosphorylation regulated kinase 2,1,1,1,CMGC,DYRK,1,Pkinase,222.0,535.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.074085007,http://ndexbio.org/#/network/76cd1ea8-5e20-11ea-bfdc-0ac135e8bacf,0
8444,sp|O43781|DYRK3_HUMAN,O43781,DYRK3_HUMAN,DYRK3,Dual specificity tyrosine-phosphorylation-regulated kinase 3 (EC 2.7.12.1) (Regulatory erythroid kinase) (REDK),HGNC:3094,DYRK3,dual specificity tyrosine phosphorylation regulated kinase 3,1,1,1,CMGC,DYRK,1,Pkinase,209.0,522.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.880130182,http://ndexbio.org/#/network/9e392bc4-5d8d-11ea-bfdc-0ac135e8bacf,0
8798,sp|Q9NR20|DYRK4_HUMAN,Q9NR20,DYRK4_HUMAN,DYRK4,Dual specificity tyrosine-phosphorylation-regulated kinase 4 (EC 2.7.12.1),HGNC:3095,DYRK4,dual specificity tyrosine phosphorylation regulated kinase 4,1,1,1,CMGC,DYRK,1,Pkinase,104.0,400.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.562105854,http://ndexbio.org/#/network/a41ae88a-5d8d-11ea-bfdc-0ac135e8bacf,0
27102,sp|Q9BQI3|E2AK1_HUMAN,Q9BQI3,E2AK1_HUMAN,EIF2AK1 HRI KIAA1369 PRO1362,Eukaryotic translation initiation factor 2-alpha kinase 1 (EC 2.7.11.1) (Heme-controlled repressor) (HCR) (Heme-regulated eukaryotic initiation factor eIF-2-alpha kinase) (Heme-regulated inhibitor) (Hemin-sensitive initiation factor 2-alpha kinase),HGNC:24921,EIF2AK1,eukaryotic translation initiation factor 2 alpha kinase 1,0,1,1,Other,PEK,1,Pkinase,167.0,583.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.341901974,http://ndexbio.org/#/network/7ded00be-5e20-11ea-bfdc-0ac135e8bacf,0
5610,sp|P19525|E2AK2_HUMAN,P19525,E2AK2_HUMAN,EIF2AK2 PKR PRKR,"Interferon-induced, double-stranded RNA-activated protein kinase (EC 2.7.11.1) (Eukaryotic translation initiation factor 2-alpha kinase 2) (eIF-2A protein kinase 2) (Interferon-inducible RNA-dependent protein kinase) (P1/eIF-2A protein kinase) (Protein kinase RNA-activated) (PKR) (Protein kinase R) (Tyrosine-protein kinase EIF2AK2) (EC 2.7.10.2) (p68 kinase)",HGNC:9437,EIF2AK2,eukaryotic translation initiation factor 2 alpha kinase 2,0,1,1,Other,PEK,1,Pkinase,267.0,536.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.9655866080000002,http://ndexbio.org/#/network/290b04d5-5dab-11ea-bfdc-0ac135e8bacf,0
9451,sp|Q9NZJ5|E2AK3_HUMAN,Q9NZJ5,E2AK3_HUMAN,EIF2AK3 PEK PERK,Eukaryotic translation initiation factor 2-alpha kinase 3 (EC 2.7.11.1) (PRKR-like endoplasmic reticulum kinase) (Pancreatic eIF2-alpha kinase) (HsPEK),HGNC:3255,EIF2AK3,eukaryotic translation initiation factor 2 alpha kinase 3,0,1,1,Other,PEK,1,Pkinase,593.0,1077.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,2.31306074,http://ndexbio.org/#/network/389e4b0b-5dab-11ea-bfdc-0ac135e8bacf,0
