Q01217|3zzf
P04951|3k8d
O75164|3njy
Q6Q546|3plu
O24872|3qxc
Q9BZP6|3rm4
P0AEX9|3rum
Q4MV79|4fxq
P98170|4j45
P17931|4lbo
P0AD64|4mbf
Q7AKQ8|4oaz
Q460N5|4py4
Q8DRB3|4q9o
P23639|4qwj
Q9KVG7|4u03
Q9KVG7|4u0m
Q9KVG7|4u0n
P58154|4um1
Q4DA73|4yuw
------|4z0f
P52293|4zdu
P15917|5d1t
O75164|5f37
P36639|5fsn
------|5id0
Q13093|5jas
Q803K0|5td7
P81947|5xaf
P00918|2x7s
P37231|3r5n
E0WWC7|3sjo
A9XG43|4ght
Q95460|4l4v
Q38C91|4mw6
P11797|4z2k
O00255|5dda
P09874|5ha9
P59078|5k0t
P05413|1hmt
Q99AU2|2qe5
P00742|2y5h
Q8WSF8|4bqt
P28720|4q4q
Q9NY33|5e2q
P00800|5n31
P25910|1a8t
P08254|1c3i
P14604|1dub
P00760|1g3c
P00766|1ggd
Q71QF2|1jlx
P59071|1kpm
P00469|1njb
P00798|1ppm
Q92831|1wug
Q92WC8|2q88
P0AE18|2q95
P89884|3bl2
Q8RLA6|3fyz
P03369|3iaw
Q820T1|3il5
P38398|3k16
Q8RLA6|3mbz
P55042|3q72
P55042|3q7p
Q9H9E1|3v31
P0A590|4acf
P0A6Y8|4ezx
A9JQL9|4f6v
P61823|4g8v
P23639|4int
P0A988|4k3p
Q8I4W8|4mzj
Q96PN6|4oyb
A5U8U8|4rhx
Q93009|4wph
P51449|4ymq
A5VWI3|4ysl
Q83883|5e0g
------|5esq
1432|BTCZNBLYBOUEHV-IZHFEVSISA-O
P29074|5ez0
D1AWE0|5gx6
O75530|5h15
Q96T88|5iay
P01116|5kyk
Q05543|5m9d
Q6N193|5oei
Q83883|5t6f
F2RCL8|5tzf
F2RCL8|5tzg
P62826|5uwi
P62826|5uwp
------|5v40
C3W5S0|5w3i
------|1h8s
3932|XNIGVADAIOAABU-ULQDDVLXSA-N
P07900|2wi4
P58154|2zju
P62258|3ual
Q8LPB4|4z5w
P09211|11gs
P02924|1apb
25|VKNWQCPVVKLDID-VBPHXLSFSA-N
P00730|1hdq
P18031|1kav
P00734|1ktt
P00760|1lqe
P97318|1ntv
P12694|1ols
P00490|1qm5
P56740|1rri
Q9RHZ6|1urg
P22629|1vwn
Q9ESK4|2g6q
P62155|2llo
P62155|2llq
P00915|2nn1
P53582|2nq6
P54645|2y8l
P54645|2y8q
Q01693|3b7i
P00918|3bet
Q5G940|3doy
Q5G940|3dp2
Q5G940|3dp3
Q53EZ4|3e1r
P09211|3gss
Q9VK33|3h6z
P56817|3ind
P0A5R0|3iue
P23639|3nzw
Q7B8P6|3qqa
P66992|3qqs
P11838|3wz8
6046|4a9n
P22756|4dld
A9JQL9|4e9u
Q83883|4imq
P14174|4k9g
Q9RA63|4lj8
P43912|4mcb
O35820|4p5d
Q9H2K2|4pnt
P27694|4r4o
Q9BY41|4rn2
Q9BVA6|4u0u
8805|4yax
W7JP72|4ycv
P00517|4z84
Q7D2F4|4zec
Q9UGL1|5a3w
B5ZAD9|5d2r
Q14451|5eeq
P26281|5etk
Q93009|5gg4
Q86U44|5il1
Q9I4I1|5im3
P01903|5jlz
------|5t1m
Q92793|5tb6
Q83883|5tg1
6850|KTPZTZYGFUIWPN-FECDPLHUSA-O
P17050|4do5
O60760|4edy
------|5ku9
3795|5wbq
Q9E7M1|3sm1
P0A546|4km2
O76074|4oex
23476|5dw2
Q8IWV8|5tdb
P60615|1abt
P04587|1bdl
P01899|1juf
P28720|1k4g
P62593|1ny0
P00760|1o2u
P00760|1o2v
P00760|1o2w
P00760|1o2x
P00760|1o2y
P00947|1ogz
Q46822|1q54
P28720|1q63
P00760|1qbn
P56817|1tqf
Q51792|1u1w
P39900|1utz
P50579|1yw7
P07678|2e5y
Q9GZT9|2g19
B3GA02|2liq
P52735|2lnw
Q9ELS8|2oc7
Q38BV6|2pu1
Q5RZ08|2r3t
Q8AAK6|2vmf
P59641|2z94
Q62760|3ax5
P26663|3d28
Q5G940|3dp0
P56817|3duy
Q18R04|3e5u
P39900|3ehy
Q5LUA7|3fxb
Q48255|4b6r
O75164|4bis
P02766|4des
Q08602|4ehm
P14735|4gsc
P30405|4j59
O43924|4jv8
Q14397|4msu
P69834|4nak
Q9H2K2|4pnm
Q55467|4qdk
23476|4qr3
P23639|4qw6
Q8Y3Y7|4rww
2043|UJJXYPPACMMNSH-CXUQHXKTSA-O
P11797|4z2l
P01801|5a2j
Q96ES7|5c0m
P15090|5d4a
23476|5egu
Q6TUJ5|5hj9
P03072|5j4v
Q5NBT9|5j9k
Q8E378|5jf8
------|5knr
G8G134|5kv9
Q96I25|5lso
1633|5mql
Q10471|5ndf
Q96RI1|5q0z
P56817|6bfe
P22629|1kl3
Q6WGN0|2v6n
Q76353|3lpu
P22734|3r6t
P56817|3vf3
O35904|4ajw
P49610|4azc
P0A6Y8|4jn4
P0A6Y8|4jne
P03372|4mga
23476|4xya
P34913|5akj
P08487|5tqs
P18031|2cm8
Q3SX13|2uzv
P23843|3tcg
Q38C91|4mwc
P72583|4xkc
P00918|5eh5
P00800|5lif
P00749|1u6q
P41182|3bim
Q14790|3kjq
G3XCK4|3zlk
Q6NXE4|4cfl
P01901|4pgc
Q7D2F4|4zei
P34913|5am0
P06202|1b3l
P81245|1dzj
P00735|1ett
P00636|1fpi
5165|1y8o
P08263|1ydk
------|1zlw
P60472|2e9d
P05020|2eg7
P00727|2j9a
P07173|2jbl
P51671|2mpm
P14174|2ooh
Q12959|2oqs
Q8WSF8|2ph9
P55210|2qlb
Q8RPA0|2qm7
P00800|2tmn
P00749|2viq
O60341|2xas
P0AES5|2y3p
P08799|2y8i
P03951|3bg8
3643|YTPITWCISZYDSU-BRCFNIRWSA-O
Q9BMI9|3e0q
Q9KS12|3eeb
P13051|3fci
P88403|3ghe
P59071|3h1x
Q8WTS6|3m54
P02754|3uev
P12004|3wgw
P21836|4a23
P21836|4arb
P26663|4b71
Q9L5C8|4de0
P04818|4e28
P22681|4gpl
P55212|4hva
Q6TUJ5|4iu0
P25774|4p6e
Q6WVP6|4q3q
Q15036|4tkn
P95649|4uat
P95649|4uau
Q5HIJ4|4wk1
Q8VDS3|4x3s
P04271|4xyn
23476|5d3s
C9ZP98|5fsy
Q8IXJ6|5fyq
P02766|5l4f
P36639|5ngt
Q9WUL6|5t8p
O75530|5u5h
O75530|5u62
D6Y504|5wa4
P00760|1v2n
Q672W7|2ew5
P02829|2weq
P04746|3old
P58154|3wti
Q497I3|4azp
23476|4bw1
P0A546|4kne
Q01469|4lkt
P23639|4qxj
Q6PL18|5a5r
23476|5a5s
A9XG43|5c1y
P19491|5fhn
P02701|5hlm
P18670|1ugx
P0ABZ6|2pv2
P00489|3ebp
Q00987|3jzk
Q8XXK6|4csd
Q38C91|4mwe
Q9C2K9|4rxh
23476|5cp5
------|5ets
P02829|1a4h
P00734|1a4w
P06982|1aj6
P22894|1jao
Q9UUB1|1kyv
P08799|1lvk
P56658|1ndv
P61823|1o0h
P01751|1oay
P00583|1ok7
P00760|1pph
P00800|1qf2
P06202|1qka
P00525|1qwe
Q9P4R8|1ule
P00766|1vgc
P00517|1yds
P07900|1yet
Q9L5C8|1yms
P04117|2ans
P63096|2g83
P00489|2g9v
P02829|2iwu
P08716|2pmk
P0AE18|2q96
P05543|2xn3
Q9AJF5|2zyn
Q72547|3hyf
Q581W1|3jq7
P02766|3kgu
P62136|3n5u
P02766|3neo
P03366|3qo9
Q24008|3r0h
P07900|3r4m
Q06124|3tkz
Q9Y5Z0|3zki
P04058|3zv7
P39045|3zvt
P28523|4dgm
P00797|4gja
H7C794|4hz5
Q9CPU0|4kyh
V5IRV5|4lkk
Q00987|4mdq
P14324|4p0v
P14324|4p0x
P40997|4pz8
Q9Y5A9|4rdn
P19793|4rme
P12493|4u0f
Q9H2K2|4uvu
P29477|4ux6
P22629|4y5d
Q86C09|5afx
C0LMU0|5cuq
P03372|5dxg
Q9HC52|5eq0
P23497|5fb1
Q86U86|5fh6
P14780|5i12
P29375|5ivc
P57772|5izm
Q9BYW2|5lsx
P52293|5svz
Q9WMX2|5trj
Q8WYB5|5u2j
P03366|5vqr
Q5V8X3|6eux
P59071|1fv0
P04585|2hny
P01892|3ft4
P0A0N3|3pm1
Q14397|4op2
P23639|4qwr
P0AE18|2p99
P39900|2woa
P41594|3lmk
P56817|3lnk
Q8VZS8|3nef
Q8VZS8|3neg
23476|4mr3
23476|4mr4
Q24117|4qh7
Q7D2F4|4ra1
E7E815|5gsw
P00918|2weh
P09391|3zmi
P09391|3zot
A5U8U8|4rhy
C1CH75|5a6k
P34913|5ale
A0A0X1|5bpe
P00918|5ekh
P06202|1b9j
P00734|1d6w
P18031|1nl9
P00760|1o36
P00778|1p05
P00517|1q8u
O97775|1t7r
P60472|2e9c
P09467|2fhy
Q08638|2j79
Q92743|2joa
P53617|2mow
Q0ZPV7|2o7v
Q96I25|2peh
P0AE18|2q92
O60341|2xaq
P07900|2xht
P07900|2ykb
P07900|2yke
P0A0N3|3btl
Q16576|3cfs
P11172|3g3m
P00778|3lpr
P0AEX9|3mp6
P19623|3rw9
P0A5J4|3sad
P14174|3wns
P11838|3wz6
C3W5S0|4awg
Q9GZT9|4bqy
C8MLE4|4crj
Q9Z4P9|4d4d
Q9L5C8|4de1
5347|JRROABGQRWHXME-PNJXZOGXSA-O
P55144|4feq
Q9H2K2|4hkn
Q9H2K2|4hlh
Q9H2K2|4hlk
P30405|4j5d
Q9Y233|4msc
Q14145|4n1b
P14324|4p0w
P14324|4qxs
Q4QC75|4uxh
Q15370|4w9i
P21964|4xuc
P25054|4yjl
O96935|4zw8
P15917|5d1u
P23471|5h08
Q6TUJ5|5hja
Q81LZ8|5hv0
Q92905|5joh
P14324|5jv0
P22734|5k0c
D3WZ85|5k8o
P41182|5n21
Q9WMX2|5pzm
Q83883|5t6g
O75530|5ttw
R4P353|5uw5
P06276|6eqp
P22498|1uwt
P03372|1x7e
O22265|2hug
O14745|2m0v
P56817|4fm8
O13833|4nkt
P23639|4qwg
P05413|4tjz
P56817|4wy6
Q9UIF8|4xub
P00918|4yx4
P22102|4zyu
P34913|5ald
Q9K2N0|5n4t
Q96KQ7|5vse
P22498|1uwu
O55043|2df6
Q12959|3rl8
Q12959|4g69
P9WK17|5drc
Q9BSI4|5xyf
P22629|1kl5
P40409|2xv1
O66496|3e12
P00489|3t3e
P49610|4az5
P00734|4ch2
P00734|4ch8
Q8GKX2|5n55
6714|MQHNIOUGHIEZSL-HJNYFJLDSA-N
P00883|1ado
P00760|1c5s
P00489|1c8k
P00747|1ceb
P62158|1ctr
P49410|1d2e
P15927|1dpu
P98072|1ekb
P28523|1f0q
P00760|1f0t
P62942|1f40
P0A1P6|1fpy
P19491|1ftl
P07435|1gt1
P07435|1hn2
Q07869|1i7g
P59071|1jq8
Q02899|1k03
P15692|1kat
P40136|1lvc
P20646|1rpa
P43886|1ssq
P15090|1tou
P00469|1tsm
P08238|1uym
P00811|1xgj
O95149|1xk5
P00734|1zgv
Q8DNV6|2am1
P16218|2bvd
Q72I44|2gh9
P22629|2izl
P35963|2l6e
P03372|2qa8
P03372|2qh6
Q5RZ08|2r43
Q8ZKB0|2rcn
Q8AAK6|2vqt
Q8WSF8|2w8g
P71447|2wf5
Q8WSF8|2wnl
P24735|2wzx
P33244|2xhs
Q92973|2z5o
P00183|2z97
P34179|3aig
Q9AMP1|3ary
Q9AMP1|3arz
Q965D7|3az8
Q965D7|3az9
P13747|3bze
Q24451|3ddg
P61157|3dxm
P0A5S4|3f69
P00492|3ggj
P03369|3haw
O43451|3l4w
Q96ES7|3met
P02766|3nex
P0A6Y8|3qnj
Q96554|3ucj
P56817|3udq
O95271|3uh2
Q9GK12|3uil
C7C419|3zha
P00517|3zo1
O15392|4a0j
Q14397|4bb9
P97287|4bpj
P0A6Y8|4ezw
O76074|4g2y
P56817|4ivt
P07900|4jql
Q00987|4jv7
P05091|4kwg
Q8IXJ6|4l3o
Q9Y6F1|4l7l
A0ZNP5|4nrt
23476|4o72
O36607|4p3h
P56817|4pzx
P23639|4qwf
Q86WV6|4qxr
P00492|4rao
Q9YFY3|4rr6
Q05769|4rs0
B1VC43|4u2w
P24735|4wyy
Q9UM07|4x8g
P22102|4zz3
Q8Y8D7|5dht
P00918|5ekj
P29074|5eyz
P9WMC0|5f0f
P22262|5f1r
Q9R1E6|5inh
P22734|5k09
Q1D4I5|5k7h
------|5kcb
P02766|5u4c
P63208|5v4b
P30920|6cgt
P00734|1awf
P06202|1b5h
P00760|1eb2
Q9TQS6|2o48
Q8AAK6|2vl4
P56524|2vqm
Q12051|2z4w
Q48255|4b6s
Q9HD26|4e34
P78540|4ie3
O60341|4uv9
Q96LA8|5egs
Q13093|5lz8
O00408|5tzw
23476|5uez
23476|5y1y
Q07387|1tcw
Q07343|1xlz
Q70I53|1zz1
P04062|2xwe
P0A5R0|3coy
O67854|3f3c
Q581W1|3jqb
P56817|3pi5
P0A5J2|3pkc
A8DG50|3su6
C3W5S3|3ti4
P63167|3zkf
Q1A2D0|3zq9
P05804|4jhz
O00255|4og4
Q9H2K2|4tjw
P11838|5er1
O75164|5f5i
P07267|1fq8
Q9NG96|1n8u
Q9NG96|1n8v
P00918|1okl
P00800|1os0
P03367|1sh9
P00803|1t7d
Q04724|2ce9
Q9AJS0|3rx7
Q96T88|3shb
Q9VRQ9|4f9u
Q9VRQ9|4f9v
Q9EY50|4ii9
Q9KPL5|4pd8
A0A0R4|4zb8
D9J2T9|5cso
Q93YQ1|5wbk
O97775|1t79
P18031|1xbo
P60472|2e9a
P0A855|2ivz
O60760|2vcq
B2RXH2|2w2i
P09467|2wbb
------|3ijy
Q00987|3lbk
Q9Y5Z0|3zlq
P60472|4h38
P0A546|4km0
O67854|4mma
23476|4nuc
P05413|4tkj
P52293|5ekg
Q8E378|5jf7
O43570|5ll5
P00760|1aq7
P20371|1eoc
P00811|1llb
P38398|1t29
P00489|1z6p
P08235|2a3i
Q14839|2l75
Q12888|2mwp
P00918|2nns
P56817|2q11
P06400|2r7g
P07900|2wi5
P10968|2x3t
O95445|2yg2
P03367|3bgb
Q16576|3cfv
Q5G940|3d04
P09211|3gus
P0A749|3iss
Q12888|3lgl
Q92769|3max
Q9GZT9|3ouj
P00436|3pcf
O92972|3skh
P21836|4ara
O14907|4e3b
P43378|4ge2
Q2A1P5|4hxz
Q79791|4inb
Q9CES5|4kqp
P54645|4qfs
P23639|4qvp
K7Z4Z0|4ris
P07900|4w7t
O75164|5f3c
P07445|5g2g
O75530|5h17
P20581|5hip
P03072|5j4y
P22734|5k0b
Q9Z4P9|5n0f
Q01469|5ur9
P01901|1g7q
P00469|1jmi
P17931|1kjr
P00760|1qb6
Q25756|1qnh
P02829|2fxs
P11589|2nnd
1956|WOUCHWFHEPLWJA-IPRVRCOGSA-O
P28327|3qc9
Q80J95|3sfg
P05089|3sjt
Q9H2K2|4hlf
E9P5T5|4io3
P76141|4l50
S4V9Y7|4o4r
Q13133|5avi
Q9Y233|5c29
23476|5d3l
P00800|5n2x
------|5t6p
Q27450|1c5f
P00469|1jmg
P09237|1mmp
P05981|1o5f
Q93009|1yy6
P03951|1zpb
P04905|2gst
P17427|2jkr
P45452|2pjt
P61823|2w5g
P07900|3b25
P10845|3c89
P00730|3fvl
Q00955|3h0q
P0A5R0|3le8
------|3loo
P02766|4abv
O60760|4ec0
P14324|4h5e
Q9H2K2|4l09
Q5SLE7|4odm
A0A059|4xqu
P14324|5jv1
P22734|5k0f
Q9X1T1|5o4z
P00734|1awh
------|1f4y
P00636|1kz8
P04150|1nhz
P22629|1sri
P32890|1tet
5165|1y8p
P00489|2g9r
P00489|2g9u
P13569|2pze
A5LBQ6|2w7y
Q08638|2wc3
P00918|2wej
Q9W1M7|2x6i
P12821|3bkk
Q13526|3kaf
Q9Y3Q4|3otf
A8DG50|3sv7
Q9UIF8|4ir6
O43570|4kp5
Q6DHI5|4uu7
A9XG43|5dp9
------|5e2v
Q14451|5eel
P17931|5h9r
O43570|5ll9
P0AC14|5u0y
Q8NBP7|5vlp
Q6DHI5|6enx
P19491|1ftj
P00760|1o2n
P07445|1ogx
Q873X9|1w9u
C1KBQ3|3p8z
P14174|3u18
C8MLE4|4cwb
Q9C0B1|4cxw
B4EB35|4e8w
B4EB35|4e8y
P0C6V2|4f49
5347|NIGKHCPTCYYQCT-OGOZFTLWSA-N
P19491|4o3b
P28327|4pni
23476|5d26
P27694|5e7n
P36639|5fso
Q00987|5lav
Q64610|5m0d
23476|5wuu
P49862|5yjk
P00915|1azm
Q01469|1b56
P23007|1css
P81245|1dzk
P81245|1e00
P07435|1gt5
P47228|1lgt
P28523|1m2q
P03366|1meu
O61202|1oj5
P23254|1tka
Q9UJY5|1ujj
P15917|1zxv
O60760|2cvd
Q46389|2e7f
P00727|2ewb
P08709|2flr
P0A5S4|2fum
P62508|2p7a
P65728|2pzi
P00798|2wed
------|2y06
O15826|2yay
Q90092|2zu3
A5HZZ9|3c8b
P13747|3cii
Q9UR08|3cke
P59641|3d62
Q9BMI9|3djf
P0AAI5|3ho9
O92972|3lkh
P0AEX9|3mp1
P51693|3qmk
P0A5J4|3saz
Q8NEM0|3t1n
Q9R0G6|3v2n
6046|4akn
Q62226|4c4n
P00523|4dgg
B3EY95|4euc
P38920|4fmn
Q5T1C6|4gah
C1CKI0|4glw
Q9Y3Q4|4hbn
O67854|4hmk
O67854|4hod
23476|4hxm
O35820|4kxn
Q9H2K2|4kzq
P45452|4l19
P33316|4mz5
T2I3Q3|4ocp
O96935|4r5t
P00352|4wp7
P72583|4xkb
P46925|4ya8
23476|4z1s
Q5VWG9|5c13
A7YT55|5efh
P31016|5heb
------|5knx
Q8GKX2|5n58
Q8GKX2|5nai
P02766|5u4g
O75643|5urk
23476|5vom
Q8IUH5|5w7j
P00734|1g32
P28523|1m2p
P00760|1o2z
P06710|1xxh
P07992|2jnw
P97571|2nqi
P03367|2qnq
Q7CKD7|2qx0
P07900|2ykc
P0A522|3wdd
P36639|4c9w
P12497|4gvm
P09838|4iqt
P56817|4j1h
O95271|4li7
------|4m7j
O67854|4mm8
P23639|4no6
P23639|4qw1
Q5SLI8|4s3e
Q92793|4tqn
O00255|5dd9
P11021|5f1x
P13053|5gid
Q8KFZ1|5kax
Q43965|5kbg
P17931|5nfb
Q96RI1|5q0q
3643|QJSRDAJSWHBFCF-UUFAOZODSA-O
P24247|1nc1
P00734|1o2g
P0A6D3|1x8r
O38716|2fgv
P29375|2kgi
P19491|2p2a
Q9XZT6|2vpp
Q8A3I4|2wvt
Q12051|2z78
P0A5J2|3pkd
O66264|3qfy
P19793|3r2a
B0SWV2|4ayp
P00698|4hp0
P56817|4hzt
Q9A9V2|4irx
P19793|4k4j
Q14145|4l7d
Q15554|4m7c
Q12888|4x34
P34913|5aki
------|5kns
P00352|5l2o
Q460N5|5lxp
Q15370|5nvy
Q96RI1|5q1d
P00323|1aku
P07900|2ccu
P0C6X7|2xyr
P37231|3fej
P05132|3ow3
P28720|3sm0
P09391|3zeb
1633|4jlj
1633|4q18
P34913|5alo
G3MM57|5f1c
Q14149|5svy
P66034|2c97
O34667|2fqt
Q9AJF5|2zym
P0A0N3|3bti
Q4KMI8|3db6
P03366|3ig1
P78536|3kme
Q08602|3pz1
Q08602|3pz2
P55210|4jj8
M9V5A4|4mk2
P00918|4pyx
Q9HY69|4rt1
P00918|4zx1
P0DMV8|5ar0
P02766|5u49
P29375|5v9p
P62993|1bmb
P00929|1cw2
P81245|1e02
P20172|1h6e
P04585|1tkt
P00469|1tsl
P06745|1u0g
P04058|1w6r
P04058|1w76
------|1zlv
P22894|1zs0
P07900|2bz5
Q9Y5Z0|2ewy
P04058|2j3q
2962|2k7l
P62158|2mg5
O15151|2n0w
O66809|2r75
A2VLK3|2y1g
O48541|2y4s
5594|BPTLRZKHIKDCCH-VOTDZIACSA-Q
Q12051|2z4y
P59641|2z9g
P56817|2zdz
Q9AMP1|3arw
Q7NSA6|3bh3
Q9Y6F1|3ce0
Q9H9B1|3fpd
P11940|3ktr
P10275|3l3x
Q9Q6P4|3lkz
P37231|3osw
P01903|3qxd
P42575|3r7b
P42575|3r7n
Q9BZP6|3rm8
P08254|3usn
Q9FD71|3v4x
Q9E7M1|4exh
Q9H2K2|4kzl
5164|4mpc
Q99523|4msl
Q04609|4p4j
O96935|4r5v
Q6DHI5|4utn
Q6DHI5|4utr
Q5A9A4|5agj
Q13451|5dit
P26281|5etp
P49862|5fah
------|5k4z
P18206|5l0c
Q99538|5lub
P50579|5lyw
Q460N5|5nqe
------|5v41
Q5VWG9|5wxh
P00760|1ppc
P60472|2e99
P0AE18|2evm
P37231|2i4j
Q8IM15|3fnu
P05804|3lpg
Q8KNP3|3m89
P0C559|4b6c
P00760|4ktu
Q9Y233|4mse
P07900|4o04
P61823|4o37
I6YCM5|4rhu
Q98VG9|4zro
B2HHT4|5f2k
Q5KTN5|5nwi
P55859|1a9q
P01834|1d6v
P00760|1k1o
P56658|1ndy
1017|HXUKYJHDWZMUFJ-YNAZAZDCSA-O
6714|AQBLFNDMSYEPGN-ZMKOKQNLSA-N
P22629|1sle
P07900|1yc1
P0A884|2kce
P56817|2va6
P12821|3bkl
P04117|3hk1
D3DME3|3mn8
P00918|3oik
P0AG81|4aq4
Q15370|4b9k
P97287|4bpi
A5K1A2|4c68
Q9XAM6|4fht
P53582|4ikt
O92972|4ju6
O92972|4ju7
G4FEC0|4pfu
Q9P6Q6|4pn1
O00255|5ddf
Q9Z2X8|5fnt
Q9H8S9|5twg
O00408|5tzh
Q99619|5xn3
P0A7D4|1qf4
P19491|1xhy
A5HZZ9|3c8a
Q86YC2|3eu7
Q84MC7|3w9r
P08235|3wff
Q8NBP7|4nmx
P00918|4q6e
P23639|4qwl
P49773|5km1
O60341|5l3e
O60880|1d4t
P04058|1dx6
P00749|1f92
P00730|1iy7
Q9QZ85|1tpz
Q9QZ85|1tq4
P00760|1v2k
Q8XXK6|2bt9
P0AE18|2p98
O27402|2qbu
Q5T3Z8|2qyl
P02829|2xd6
P42892|3dwb
P15090|3fr4
23476|3u5l
P13053|3vjs
P52732|3zcw
P03372|4dma
A8BB85|4olc
P56817|4r8y
P14174|4wrb
O96935|4zx5
O60760|5aiv
P98170|5c84
Q14149|5svx
P0AC14|5u0z
Q53793|1jif
P00749|1owe
P00749|1sqt
P04585|1tl3
P22411|2aj8
P35558|2gmv
P00918|2osm
P00489|2qrp
P04585|2won
Q9UG22|2xto
Q00955|3h0s
Q7B8V4|3nf3
Q8KLP4|3p9t
D6D1V7|4ad2
P56817|4b72
23476|4bw4
P12497|4gw6
P01903|4is6
O92972|4jvq
P19793|4k6i
P54818|4ufi
D1AWE0|5gub
P41148|6aom
P00734|1aht
P06202|1b3h
P06710|1njf
P59071|2b17
P07900|2ykj
P11609|3are
Q9C004|3bun
------|3dgn
P03369|3hlo
P45452|3i7i
P37231|3lmp
Q8WTS6|3m55
P00374|3n0h
P0A5J2|3pkb
P0A988|3q4j
Q9AJS0|3rx8
P62993|3s8n
A8DG50|3sug
Q07820|3wiy
O75936|4bgm
Q9H2K2|4hmh
Q02647|4ht6
P56817|4i0d
Q9UIF8|4ir5
Q00987|4jwr
P11838|4lp9
P0A5R0|4mul
P22756|4ymb
Q9H8M2|4z6h
P02766|5en3
P03372|5fqv
P36969|5h5r
Q92793|5ktu
Q93009|5uqx
Q460N5|5v7t
P03366|1bqn
P35444|1fbm
------|1fig
P00760|1gi6
O60880|1ka7
P42790|1kdv
P18031|1l8g
P11474|1xb7
P53582|2g6p
P90191|2k1q
O15151|2n0u
Q3IWB0|2o7e
P56817|2viz
Q48255|2xda
------|2y07
P07900|2ye9
P56817|2ze1
O00625|3acl
Q5SHR6|3dxj
Q9RHV9|3e9i
Q9UJY5|3g2s
P17707|3h0w
Q7CX36|3ip5
Q7CX36|3ipa
P56817|3l5f
P14410|3lpp
A8C927|3p2e
A8C927|3pb3
P19491|3pd9
P24735|3s1y
P0A5J4|3s9z
A5K1A2|4b14
Q2VPJ6|4bqg
P14735|4dwk
P08659|4e5d
P30405|4j5b
O35820|4kxl
P22303|4m0e
Q00987|4mdn
P09467|4mjo
P01660|4nja
Q9I834|4yv5
P00492|5bsk
O75530|5u69
A2NHM3|1m7d
P60472|2e98
P56817|2qu3
P56817|3dv1
P15090|3fr2
P00918|3okv
3795|3ro4
P00374|3s3v
P22629|3wzq
P53582|4ikr
P02754|4kii
Q9H2K2|4l2f
Q6DRA1|4u0x
Q15370|4w9j
P14174|4wr8
P62826|5dif
------|5ett
Q9GZQ8|5gmv
P56817|5hu0
P52293|5huw
O60341|5l3g
P49773|5wa8
P11086|1hnn
P15090|1tow
Q07343|1xn0
Q9L5C8|1ym1
P03372|2fai
P09467|2fix
P0AE18|2gg3
Q08499|2qyn
P0A5J2|3iu8
P96222|3o8h
A5K4U6|3ryw
Q01693|3vh9
Q9R1E6|3waw
P11797|3wd2
P28523|4dgo
P09838|4iqu
Q5SLI8|4s3f
W7FL77|4z22
O60760|5ais
5209|5ajv
------|5etv
P00800|5lwd
Q8IXJ6|5mat
Q96RI1|5q1i
Q6AXG6|5ybe
P03368|1gnm
P03372|1zky
P00918|2o4z
P0AE18|2q93
P00760|2zdn
P34913|3ans
P00797|3q5h
A4GRE3|3rf4
P60472|3th8
O50407|3wqm
P00517|4c35
1457|GCDAUILDJNNZOF-FKDRQXCMSA-P
Q83883|4inh
P96222|4m3e
P43912|4mcc
P0AD64|4r3b
P37231|4y29
------|5id1
Q9C2K9|5vqi
Q08499|1oyn
Q02834|1wcq
Q9WVM5|2hdx
P25638|2l6j
P55210|2ql7
P19793|3oap
A8DG50|3su4
P31947|3ux0
P63810|4bfz
P96222|4m3g
P63104|4n7y
P23639|4qzx
P27694|4r4t
D6E1Y1|4ua8
23476|4wiv
Q9UGL1|5fpu
Q13362|5k6s
Q43965|5kbh
Q6N193|5oku
Q13362|5swf
P01899|1inq
P00778|1p06
P35439|1pbq
P00742|2j94
P32776|2mkr
O38732|2nxl
P19491|3bfu
P0A5J2|3pka
Q13432|3rbq
Q9AJS0|3rx5
Q07820|3wix
P07813|3zjv
O15294|4ay5
P61964|4ewr
I7B368|4f0c
Q6WVP6|4q3r
P23639|4qwk
P23639|4qwx
P27694|4r4i
Q9H2K2|4uhg
P98170|4wvs
Q9NRG4|5arf
Q96KQ7|5jiy
P41148|6aol
P61823|1afl
P15167|1atl
P03372|1g50
P22216|1g6g
Q9WXN1|1gui
P03366|1ikv
P19491|1mqg
1017|OGSCZFVIYALNRG-VUBDRERZSA-O
O85465|1w3l
P04587|2aog
P41148|2gfd
P26663|2hai
P16554|2nmb
P00749|2viv
P39900|2wo8
P16442|3ioi
P27487|3oc0
P0AD64|3opp
P47811|3p7a
P16442|3v0p
P14174|3wnr
P14174|3wnt
P02766|4abu
O75936|4bgk
P56817|4djw
Q8A3I4|4jfv
P00918|4q99
P23639|4qw7
Q980A5|4rd6
A0A0R4|4zb6
P0A6R0|5bnr
P03372|5dxb
Q92793|5i86
Q92769|5ix0
Q13093|5lz7
------|5t1k
P13513|1yyr
P13513|2ael
P37231|2g0g
Q8WSF8|2xyt
O67854|3f48
Q13946|3g3n
P07711|3h8b
1633|3ipy
Q9R0G6|3v2q
P08235|3vhv
P58154|3wth
C3P9L8|4d8z
P60472|4h3a
P78540|4hze
Q9SSM7|4jda
O92972|4jju
Q9RA63|4lj5
O00481|4n7u
P63104|4n84
P00338|4qt0
P37231|4r06
P01892|4wj5
P34913|4y2x
A8EVM5|5kmf
P03366|5vqy
Q96KQ7|5vsc
P00734|1a2c
P00750|1a5h
P00323|1c7e
